date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:21	37632/37632	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Oct%202020%2015:31:32%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/My%20Web%20Sites/tm/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	(from https://mefit-demo.myshopify.com/)
18:22:21	8212/8212	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2024%20Jan%202020%2006:07:28%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/t/3/compiled_assets/scripts.js?19511	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/t/3/compiled_assets/scriptsd66f.js	(from https://mefit-demo.myshopify.com/)
18:22:23	11701/11701	---M--	200	added ('OK')	image/gif	date:Mon,%2029%20Mar%202021%2002:08:23%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/t/3/assets/loading.gif?v=5083731268673326083	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/t/3/assets/loadinga062.gif	(from https://mefit-demo.myshopify.com/)
18:22:24	183307/183307	---MCZ	200	added ('OK')	text/html	etag:cacheable:b30d961a2429392993f4798bab29ff65	https://mefit-demo.myshopify.com/collections/all	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/collections/all.html	(from https://mefit-demo.myshopify.com/)
18:22:25	97508/97508	---MCZ	200	added ('OK')	text/html	etag:cacheable:cf1a8cb1434aa1f34213615cc44eccfe	https://mefit-demo.myshopify.com/collections	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/collections.html	(from https://mefit-demo.myshopify.com/)
18:22:26	143298/143298	---MCZ	200	added ('OK')	text/html	etag:cacheable:84d2b85737cc879d441dcdbe32431dbb	https://mefit-demo.myshopify.com/collections/new-offers	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/collections/new-offers.html	(from https://mefit-demo.myshopify.com/)
18:22:29	177473/177473	---MCZ	200	added ('OK')	text/html	etag:cacheable:9c64297c5121f70af3ba2e2357fdc419	https://mefit-demo.myshopify.com/products/channel-multimedia-speakers	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/products/channel-multimedia-speakers.html	(from https://mefit-demo.myshopify.com/)
18:22:31	177558/177558	---MCZ	200	added ('OK')	text/html	etag:cacheable:1d7f1506e936bf26fba4e279281079f1	https://mefit-demo.myshopify.com/products/designer-football-bag	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/products/designer-football-bag.html	(from https://mefit-demo.myshopify.com/)
18:22:35	177346/177346	---MCZ	200	added ('OK')	text/html	etag:cacheable:7af670018c78bcf25f69ad158e6ab247	https://mefit-demo.myshopify.com/products/bass-stereo-headphone	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/products/bass-stereo-headphone.html	(from https://mefit-demo.myshopify.com/)
18:22:36	178876/178876	---MCZ	200	added ('OK')	text/html	etag:cacheable:55296a05782ad7e76a8ad062621e0595	https://mefit-demo.myshopify.com/products/gym-bag-with-shoes	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/products/gym-bag-with-shoes.html	(from https://mefit-demo.myshopify.com/)
18:22:37	170019/170019	---MCZ	200	added ('OK')	text/html	etag:cacheable:621da6a450b601e46b64ae484a7b45f5	https://mefit-demo.myshopify.com/products/fitness-tracker-large	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/products/fitness-tracker-large.html	(from https://mefit-demo.myshopify.com/)
18:22:37	344187/344187	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2024%20Jan%202020%2006:07:28%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/t/3/assets/header.js?v=1736120199236689723	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/t/3/assets/headerbb1a.js	(from https://mefit-demo.myshopify.com/)
18:22:39	169029/169029	---MCZ	200	added ('OK')	text/html	etag:cacheable:3a63ebce902946b183d8702f594a1223	https://mefit-demo.myshopify.com/products/ear-headphones-with-mic	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/products/ear-headphones-with-mic.html	(from https://mefit-demo.myshopify.com/)
18:22:41	17919/17919	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Mar%202021%2013:43:39%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-4-1_2000x.jpg?v=1554458749	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-4-1_2000xdc23.jpg	(from https://mefit-demo.myshopify.com/)
18:22:41	178842/178842	---MCZ	200	added ('OK')	text/html	etag:cacheable:5718a7fba1c8d4b398ef8090aefd8c44	https://mefit-demo.myshopify.com/products/gym-bag-backpack	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/products/gym-bag-backpack.html	(from https://mefit-demo.myshopify.com/)
18:22:41	11503/11503	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Mar%202021%2010:25:34%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/products/product18_large.jpg?v=1545802965	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/products/product18_large4ee9.jpg	(from https://mefit-demo.myshopify.com/)
18:22:42	15809/15809	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Apr%202021%2013:57:07%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-1_2000x.jpg?v=1554458736	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-1_2000x1b14.jpg	(from https://mefit-demo.myshopify.com/)
18:22:42	140610/140610	---MCZ	200	added ('OK')	text/html	etag:cacheable:b1e24d453f8e17db3d548b479381e7c3	https://mefit-demo.myshopify.com/collections/latest-product	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/collections/latest-product.html	(from https://mefit-demo.myshopify.com/)
18:22:43	139446/139446	---MCZ	200	added ('OK')	text/html	etag:cacheable:43403a451faad031fab083364029a35e	https://mefit-demo.myshopify.com/collections/new-arrival	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/collections/new-arrival.html	(from https://mefit-demo.myshopify.com/)
18:22:45	138729/138729	---MCZ	200	added ('OK')	text/html	etag:cacheable:905076e1a3872a054b64a8ba0ac00dc7	https://mefit-demo.myshopify.com/collections/best-seller	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/collections/best-seller.html	(from https://mefit-demo.myshopify.com/)
18:22:45	4503/4503	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Apr%202021%2009:03:00%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-2-2_2000x.jpg?v=1554450610	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-2-2_2000x2da1.jpg	(from https://mefit-demo.myshopify.com/)
18:22:46	4122/4122	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2021:01:39%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-2-1_2000x.jpg?v=1554450616	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-2-1_2000x25ba.jpg	(from https://mefit-demo.myshopify.com/)
18:22:46	15229/15229	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Apr%202021%2011:16:25%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-3-1_2000x.jpg?v=1554458765	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-3-1_2000x07de.jpg	(from https://mefit-demo.myshopify.com/)
18:22:46	14055/14055	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Apr%202021%2010:30:18%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-3-2_2000x.jpg?v=1554458772	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-3-2_2000xc9e8.jpg	(from https://mefit-demo.myshopify.com/)
18:22:46	9319/9319	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Mar%202021%2010:25:34%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-2-3_2000x.jpg?v=1554450622	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/menu-2-3_2000x5309.jpg	(from https://mefit-demo.myshopify.com/)
18:22:47	107961/107961	---MCZ	200	added ('OK')	text/html	etag:cacheable:ee8778c78555f19a224a7b1d66176f22	https://mefit-demo.myshopify.com/pages/about-us	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/pages/about-us.html	(from https://mefit-demo.myshopify.com/)
18:22:48	96631/96631	---MCZ	200	added ('OK')	text/html	etag:cacheable:ca2713c643e85df46f39a6315f598ed9	https://mefit-demo.myshopify.com/pages/contact-us	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/pages/contact-us.html	(from https://mefit-demo.myshopify.com/)
18:22:48	119191/119191	---MCZ	200	added ('OK')	text/html	etag:cacheable:3e155530d03371c27439e46deceacb72	https://mefit-demo.myshopify.com/blogs/news	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/blogs/news.html	(from https://mefit-demo.myshopify.com/)
18:22:49	95454/95454	---MCZ	200	added ('OK')	text/html	etag:cacheable:64588c26470288a3c5d0f5aad219a1ae	https://mefit-demo.myshopify.com/search	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/search.html	(from https://mefit-demo.myshopify.com/)
18:22:49	97558/97558	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Apr%202021%2017:22:49%20GMT	https://mefit-demo.myshopify.com/account/login	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/account/login.html	(from https://mefit-demo.myshopify.com/)
18:22:50	95934/95934	---MCZ	200	added ('OK')	text/html	etag:cacheable:2aafc09e2b5958fa2399ecdf7341fa31	https://mefit-demo.myshopify.com/account/register	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/account/register.html	(from https://mefit-demo.myshopify.com/)
18:22:50	109872/109872	---MCZ	200	added ('OK')	text/html	etag:cacheable:8d6f46afbf8e4e3a2ba1e0f3f0b99720	https://mefit-demo.myshopify.com/pages/wishlist	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/pages/wishlist.html	(from https://mefit-demo.myshopify.com/)
18:22:51	153/153	---MC-	302	error ('Found')	text/html	date:Sun,%2011%20Apr%202021%2017:22:51%20GMT	https://mefit-demo.myshopify.com/checkout	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/checkout	(from https://mefit-demo.myshopify.com/)
18:22:51	103/103	---MC-	302	error ('Found')	text/html	date:Sun,%2011%20Apr%202021%2017:22:51%20GMT	https://mefit-demo.myshopify.com/10749739108/checkouts/7eaaa1a6e765b85827c5b5e80d12459c	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/10749739108/checkouts/7eaaa1a6e765b85827c5b5e80d12459c	(from https://mefit-demo.myshopify.com/)
18:22:52	94904/94904	---MCZ	200	added ('OK')	text/html	etag:cacheable:ae212f2b5b2e9650fe07b4276b0bfb2c	https://mefit-demo.myshopify.com/cart	C:/My%20Web%20Sites/tm/mefit-demo.myshopify.com/cart.html	(from https://mefit-demo.myshopify.com/)
18:22:57	33930/33930	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Apr%202021%2012:35:12%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-responsive_767x.jpg?v=1560340889	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-responsive_767x2f90.jpg	(from https://mefit-demo.myshopify.com/)
18:23:00	39382/39382	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Mar%202021%2021:01:39%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-3_b7c47978-8789-4603-91ed-59a1d0569560_767x.jpg?v=1556097926	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-3_b7c47978-8789-4603-91ed-59a1d0569560_767xba35.jpg	(from https://mefit-demo.myshopify.com/)
18:23:00	66007/66007	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Mar%202021%2013:43:39%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-bg_2000x.jpg?v=1560262690	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-bg_2000x223e.jpg	(from https://mefit-demo.myshopify.com/)
18:23:08	98685/98685	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Mar%202021%2021:10:29%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-1_adfee88d-fde5-4ca8-9f70-9d1496c873ff_2000x.jpg?v=1555933003	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-1_adfee88d-fde5-4ca8-9f70-9d1496c873ff_2000x0ddf.jpg	(from https://mefit-demo.myshopify.com/)
18:23:09	52221/52221	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Apr%202021%2010:29:55%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-2_dd13f4da-c26c-4fb7-a8e6-e7b972e040e7_767x.jpg?v=1556097956	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-2_dd13f4da-c26c-4fb7-a8e6-e7b972e040e7_767xd928.jpg	(from https://mefit-demo.myshopify.com/)
18:23:09	584/584	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Apr%202021%2013:57:07%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-6_55x.png?v=1554357556	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-6_55x698c.png	(from https://mefit-demo.myshopify.com/)
18:23:09	1187/1187	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Apr%202021%2023:47:16%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-7_55x.png?v=1554357846	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-7_55xb1b4.png	(from https://mefit-demo.myshopify.com/)
18:23:10	1103/1103	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Apr%202021%2013:57:07%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-5_55x.png?v=1554356843	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-5_55xb9dc.png	(from https://mefit-demo.myshopify.com/)
18:23:10	951/951	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Apr%202021%2009:03:00%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-4_55x.png?v=1554356815	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-4_55xf5fa.png	(from https://mefit-demo.myshopify.com/)
18:23:10	1013/1013	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Apr%202021%2010:29:55%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-3_55x.png?v=1554356806	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-3_55xdd2d.png	(from https://mefit-demo.myshopify.com/)
18:23:11	981/981	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Apr%202021%2005:42:31%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-2_55x.png?v=1554356794	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-2_55x6ac6.png	(from https://mefit-demo.myshopify.com/)
18:23:13	84799/84799	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Apr%202021%2023:57:00%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/img-1sfsfsf_8298601b-3b96-44c1-b67b-494608487bcc_1920X.jpg?v=1554461556	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/img-1sfsfsf_8298601b-3b96-44c1-b67b-494608487bcc_1920X83ca.jpg	(from https://mefit-demo.myshopify.com/)
18:23:15	113872/113872	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Apr%202021%2013:57:07%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-2_95e59458-97c7-422d-bff6-81e3566c15ee_2000x.jpg?v=1555933105	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/slider-2_95e59458-97c7-422d-bff6-81e3566c15ee_2000xe159.jpg	(from https://mefit-demo.myshopify.com/)
18:23:40	181027/181027	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Apr%202021%2013:57:07%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/img-2_large.png?v=1554371876	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/img-2_large2c1d.png	(from https://mefit-demo.myshopify.com/)
18:23:48	233394/233394	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Mar%202021%2013:43:39%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/img-1_9573e75a-735c-4f63-8d10-6719f37fea9a_large.png?v=1554369393	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/img-1_9573e75a-735c-4f63-8d10-6719f37fea9a_large70e9.png	(from https://mefit-demo.myshopify.com/)
18:23:49	223336/223336	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Apr%202021%2023:47:16%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/img-3_large.png?v=1554372106	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/img-3_large95f5.png	(from https://mefit-demo.myshopify.com/)
18:23:50	862/862	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Mar%202021%2021:01:39%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/ic1_70x70.png?v=1560257673	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/ic1_70x7054dc.png	(from https://mefit-demo.myshopify.com/)
18:23:50	1104/1104	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Mar%202021%2021:01:39%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/ic6_70x70.png?v=1560257686	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/ic6_70x7085b7.png	(from https://mefit-demo.myshopify.com/)
18:23:51	1081/1081	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Mar%202021%2021:01:39%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/ic5_70x70.png?v=1560257698	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/ic5_70x70cc8f.png	(from https://mefit-demo.myshopify.com/)
18:23:51	223274/223274	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Mar%202021%2010:25:34%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/img-4_large.png?v=1554372184	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/img-4_largebe06.png	(from https://mefit-demo.myshopify.com/)
18:23:51	1633/1633	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Apr%202021%2011:16:25%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/ic4_70x70.png?v=1560257709	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/ic4_70x70a08d.png	(from https://mefit-demo.myshopify.com/)
18:23:52	864/864	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Mar%202021%2010:25:34%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/ic3_70x70.png?v=1560257730	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/ic3_70x7097c7.png	(from https://mefit-demo.myshopify.com/)
18:23:52	885/885	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Mar%202021%2010:25:34%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/ic2_70x70.png?v=1560257744	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/ic2_70x70e2ef.png	(from https://mefit-demo.myshopify.com/)
18:23:52	961/961	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Apr%202021%2023:47:16%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-7_9c8b009b-d64d-4762-a5b9-62ce3fec0333_70x70.png?v=1554380053	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/icon-7_9c8b009b-d64d-4762-a5b9-62ce3fec0333_70x702887.png	(from https://mefit-demo.myshopify.com/)
18:23:53	2272/2272	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Apr%202021%2017:23:53%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/bg-image-new2_69023b12-8d28-456d-a9f6-8e197cc892e3_150x.jpg?v=1560255106	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/bg-image-new2_69023b12-8d28-456d-a9f6-8e197cc892e3_150x5d41.jpg	(from https://mefit-demo.myshopify.com/)
18:23:54	5671/5671	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Apr%202021%2017:23:53%20GMT	http://cdn.shopify.com/s/files/1/0107/4973/9108/files/bg-image-new2_69023b12-8d28-456d-a9f6-8e197cc892e3_300x.jpg?v=1560255106	C:/My%20Web%20Sites/tm/cdn.shopify.com/s/files/1/0107/4973/9108/files/bg-image-new2_69023b12-8d28-456d-a9f6-8e197cc892e3_300x5d41.jpg	(from https://mefit-demo.myshopify.com/)
